date,ticker,close,volume,short_volume,short_exempt_volume,short_ratio_pct,short_interest,days_to_cover,borrow_fee_pct,utilization_pct,rebate_rate_pct,shares_outstanding,avg_daily_volume,fail_to_deliver,dark_pool_short_volume,dark_pool_short_ratio_pct,price_change_pct,squeeze_score,sentiment_tag,market_cap,exchange,country,data_type
2025-11-21,AAPL,12117,300000,65931,935,21.98,157635741,428.38,4.19,66.78,-0.93,917183472,367979,3329,33259,11.09,-0.53,100,bearish,11113512130224,NASDAQ,US,short_interest
2025-11-24,AAPL,12149,503362,171776,1277,34.13,568151317,1103.47,0.33,91.15,0.37,3253151915,514877,12526,26179,5.2,3.23,100,bearish,39522542615335,NASDAQ,US,short_interest
2025-11-25,AAPL,12061,800748,253411,3590,31.65,445568444,541.2,2.54,97.03,0.01,3291713667,823301,21520,124284,15.52,-0.13,100,bearish,39701358537687,NASDAQ,US,short_interest
2025-11-26,AAPL,12442,617827,95702,316,15.49,436222507,835.96,0.05,53.59,-0.42,3603763748,521821,4986,39167,6.34,-2.4,100,volatile,44838028552616,NASDAQ,US,short_interest
2025-11-27,AAPL,11538,571242,224775,2185,39.35,335874356,653.9,1.86,73.96,-1.31,3068659078,513649,8912,74137,12.98,1.41,100,squeeze_watch,35406188441964,NYSE,US,short_interest
2025-11-28,AAPL,11955,1248866,453059,1656,36.28,337479266,232.19,4.06,89.95,0.58,1976903335,1453479,30538,83540,6.69,-1.28,100,squeeze_watch,23633879369925,NYSE,US,short_interest
2025-12-01,AAPL,12238,460689,111236,1553,24.15,567646258,1406.5,2.31,78.89,0.57,4118071643,403588,11400,18840,4.09,0.29,100,bearish,50396960767034,NYSE,US,short_interest
2025-12-02,AAPL,11534,300000,47862,915,15.95,82208959,292.64,3.5,80.29,-0.95,557528918,280923,1894,18146,6.05,-9.42,100,squeeze_watch,6430538540212,NYSE,US,short_interest
2025-12-03,AAPL,11854,587829,136692,564,23.25,33334300,42.22,3.0,79.67,0.65,530135707,789476,10553,33806,5.75,0.52,100,volatile,6284228670778,NYSE,US,short_interest
2025-12-04,AAPL,12057,411385,77976,271,18.95,408033801,911.16,0.05,48.27,-1.22,4038839526,447818,9398,29576,7.19,-2.36,100,squeeze_watch,48696288164982,NYSE,US,short_interest
2025-12-05,AAPL,11991,367608,51578,631,14.03,178732790,598.23,4.18,72.65,0.06,1602798295,298767,10767,16665,4.53,5.49,100,volatile,19219154355345,NYSE,US,short_interest
2025-12-08,AAPL,12042,300000,37468,308,12.49,215779600,654.09,1.44,88.75,0.61,1656729481,329893,6274,15283,5.09,5.0,100,squeeze_watch,19950336410202,NYSE,US,short_interest
2025-12-09,AAPL,12035,614561,67346,1226,10.96,353308320,639.36,2.71,85.42,-1.41,2330854142,552594,10902,35942,5.85,5.7,100,volatile,28051829598970,NASDAQ,US,short_interest
2025-12-10,AAPL,12016,906900,83532,1615,9.21,273572681,288.38,1.5,98.69,0.02,1553000064,948642,8234,12620,1.39,-3.55,100,neutral,18660848769024,NYSE,US,short_interest
2025-12-11,AAPL,11707,526187,160546,1832,30.51,78969082,121.99,0.08,49.4,0.57,504459645,647330,8540,49247,9.36,-2.26,100,highly_bearish,5905709064015,NYSE,US,short_interest
2025-12-12,AAPL,12443,792985,244265,505,30.8,458740291,457.59,1.65,56.69,-0.7,3794735036,1002523,14444,116086,14.64,1.0,100,highly_bearish,47217888052948,NASDAQ,US,short_interest
2025-12-15,AAPL,11547,536920,58927,341,10.98,570296430,791.27,0.25,72.38,-1.0,4043177462,720734,69,28394,5.29,2.97,100,neutral,46686570153714,NYSE,US,short_interest
2025-12-16,AAPL,11836,920488,164758,412,17.9,38747840,49.61,0.99,60.57,0.05,3258536673,781002,18794,79912,8.68,3.93,100,squeeze_watch,38568040061628,NASDAQ,US,short_interest
2025-12-17,AAPL,11864,609813,146697,1734,24.06,367373106,451.2,3.22,83.12,-0.35,4239197214,814215,6094,39450,6.47,-5.89,100,bearish,50293835746896,NASDAQ,US,short_interest
2025-12-18,AAPL,12102,1547542,363400,7013,23.48,149718649,78.49,5.58,63.48,0.76,1931534451,1907549,28028,139190,8.99,4.59,100,neutral,23375429926002,NYSE,US,short_interest
2025-12-19,AAPL,11903,300000,59625,367,19.88,63659019,176.99,2.13,65.33,-1.17,1668496569,359674,1601,12384,4.13,-0.13,100,neutral,19860114660807,NASDAQ,US,short_interest
2025-12-22,AAPL,11859,516321,154345,2638,29.89,311514151,542.39,2.39,94.98,-1.12,3591991090,574341,10148,56541,10.95,-2.46,100,volatile,42597422336310,NASDAQ,US,short_interest
2025-12-23,AAPL,11931,374556,92421,329,24.67,91500267,196.59,1.81,71.02,0.07,3057971667,465448,5113,44907,11.99,-2.84,100,squeeze_watch,36484659958977,NYSE,US,short_interest
2025-12-24,AAPL,11796,656143,176776,969,26.94,236810320,379.57,1.92,48.12,0.78,4236528826,623891,14988,78777,12.01,-1.88,100,highly_bearish,49974094031496,NYSE,US,short_interest
2025-12-25,AAPL,11983,300000,73426,887,24.48,91096996,278.6,3.08,66.48,0.34,1517349066,326978,3979,36224,12.07,-4.39,100,neutral,18182393857878,NASDAQ,US,short_interest
2025-12-26,AAPL,12040,793133,274805,2568,34.65,328332320,439.69,1.42,67.99,-0.64,4291051838,746737,15731,135146,17.04,2.05,100,highly_bearish,51664264129520,NASDAQ,US,short_interest
2025-12-29,AAPL,12392,489462,136826,2578,27.95,463500259,712.69,1.74,55.6,0.64,3483238843,650352,13039,21262,4.34,0.24,100,bearish,43164295742456,NASDAQ,US,short_interest
2025-12-30,AAPL,11464,622741,146339,672,23.5,441531973,723.3,2.67,69.41,-0.1,3532917588,610442,7668,80130,12.87,-1.27,100,volatile,40501367228832,NYSE,US,short_interest
2025-12-31,AAPL,12325,764413,305945,5550,40.02,367720577,413.05,3.96,93.19,0.12,3761643196,890256,20368,98319,12.86,-6.03,100,neutral,46362252390700,NYSE,US,short_interest
2026-01-01,AAPL,11553,380977,136760,2638,35.9,57388701,132.62,1.82,79.56,-0.05,4758177166,432745,3848,44864,11.78,0.7,100,volatile,54971220798798,NYSE,US,short_interest
2026-01-02,AAPL,12014,869644,219684,1580,25.26,136430243,112.92,2.14,56.38,-1.23,1522271950,1208202,6466,82295,9.46,0.49,100,neutral,18288575207300,NYSE,US,short_interest
2026-01-05,AAPL,12045,364799,72952,311,20.0,209567549,696.84,0.73,58.32,-0.8,4234043966,300738,6505,12896,3.54,-5.59,100,squeeze_watch,50999059570470,NYSE,US,short_interest
2026-01-06,AAPL,11662,963714,404737,3218,42.0,377434173,332.74,1.09,75.89,-0.02,2212990381,1134331,13352,132028,13.7,-3.1,100,neutral,25807893823222,NASDAQ,US,short_interest
2026-01-07,AAPL,11827,421019,103074,1505,24.48,130726985,238.54,3.05,87.31,-0.63,3258682699,548028,9615,30455,7.23,-2.3,100,bearish,38540440281073,NYSE,US,short_interest
2026-01-08,AAPL,11547,429842,84827,638,19.73,141240961,255.8,4.19,53.71,0.65,1570258344,552148,2242,44456,10.34,-2.58,100,volatile,18131773098168,NYSE,US,short_interest
2026-01-09,AAPL,12049,729679,173903,1931,23.83,376975643,592.36,2.54,75.07,-0.12,2616104831,636396,7322,65404,8.96,-2.07,100,bearish,31521447108719,NYSE,US,short_interest
2026-01-12,AAPL,11946,1342666,460318,5048,34.28,362678545,266.22,1.7,94.95,-0.18,2527790965,1362322,7883,124753,9.29,-5.68,100,neutral,30196990867890,NASDAQ,US,short_interest
2026-01-13,AAPL,12096,423566,146696,1320,34.63,392173288,900.98,2.56,53.74,-0.15,4086528562,435273,6153,62532,14.76,-1.37,100,volatile,49430649485952,NYSE,US,short_interest
2026-01-14,AAPL,11592,547202,57332,224,10.48,70827943,122.22,2.4,69.36,-0.62,4510790771,579512,13199,20777,3.8,-3.01,100,bearish,52289086617432,NYSE,US,short_interest
2026-01-15,AAPL,12090,318224,119077,1815,37.42,71549520,178.02,3.63,74.43,0.05,4706388026,401924,7518,34414,10.81,0.85,100,squeeze_watch,56900231234340,NASDAQ,US,short_interest
2026-01-16,AAPL,11891,471013,167436,3328,35.55,298495350,690.39,2.37,96.06,-0.13,2815855839,432360,13806,78463,16.66,-4.41,100,highly_bearish,33483341781549,NYSE,US,short_interest
2026-01-19,AAPL,11672,566331,122693,1591,21.66,34365388,56.63,2.05,78.78,0.16,917013886,606878,3642,31441,5.55,-7.73,100,squeeze_watch,10703386077392,NASDAQ,US,short_interest
2026-01-20,AAPL,12010,636292,80080,1412,12.59,226116798,435.77,3.96,54.3,-0.94,1704559086,518891,7896,24884,3.91,-0.42,100,highly_bearish,20471754622860,NYSE,US,short_interest
2026-01-21,AAPL,12398,509571,165151,911,32.41,116866034,265.05,1.92,49.2,0.53,3800200030,440913,10172,31272,6.14,5.26,100,highly_bearish,47114879971940,NASDAQ,US,short_interest
2026-01-22,AAPL,12073,471900,168530,3113,35.71,639441833,1473.59,2.15,62.58,0.4,3759369820,433935,4540,30669,6.5,-0.6,100,bearish,45386871836860,NYSE,US,short_interest
2026-01-23,AAPL,12132,1032137,329182,5821,31.89,145621799,148.24,5.11,72.24,0.5,1124062481,982305,25318,145770,14.12,3.01,100,squeeze_watch,13637126019492,NYSE,US,short_interest
2026-01-26,AAPL,11815,579611,146142,1683,25.21,23715995,33.13,2.24,80.15,0.64,313091026,715812,8018,78522,13.55,-4.98,100,squeeze_watch,3699170472190,NYSE,US,short_interest
2026-01-27,AAPL,11934,444984,100973,1669,22.69,93781829,170.38,0.26,52.51,-1.08,792889591,550422,7252,22779,5.12,-3.87,100,highly_bearish,9462344378994,NYSE,US,short_interest
2026-01-28,AAPL,11659,760853,84702,1365,11.13,102917201,100.23,3.83,80.35,0.05,2954174000,1026837,15722,40676,5.35,-1.8,100,squeeze_watch,34442714666000,NYSE,US,short_interest
2026-01-29,AAPL,12135,305060,37484,624,12.29,95960696,388.3,3.02,95.01,0.35,2805764003,247128,978,17171,5.63,1.39,100,volatile,34047946176405,NASDAQ,US,short_interest
2026-01-30,AAPL,11900,450551,168449,3185,37.39,371182904,673.79,3.44,71.63,-1.47,3305991268,550886,1625,72179,16.02,-2.15,100,squeeze_watch,39341296089200,NYSE,US,short_interest
2026-02-02,AAPL,12040,480740,126239,917,26.26,244549492,363.59,3.65,73.94,0.8,2374621833,672592,2195,59680,12.41,1.23,100,volatile,28590446869320,NASDAQ,US,short_interest
2026-02-03,AAPL,11847,642883,210805,1289,32.79,318901285,463.47,2.59,65.52,-0.43,1842834756,688070,14420,111888,17.4,1.03,100,volatile,21832063354332,NASDAQ,US,short_interest
2026-02-04,AAPL,12137,578214,237220,3994,41.03,512160033,898.2,2.89,54.41,-1.24,2926484882,570206,870,123972,21.44,-1.6,100,highly_bearish,35518747012834,NASDAQ,US,short_interest
2026-02-05,AAPL,12066,500285,107327,1966,21.45,129380760,250.35,1.87,72.76,0.27,1118900879,516790,3918,42901,8.58,0.84,100,volatile,13500658006014,NASDAQ,US,short_interest
2026-02-06,AAPL,12152,708540,152514,2228,21.53,434452364,719.47,3.59,74.88,-0.3,2683272043,603854,7622,24001,3.39,-4.66,100,squeeze_watch,32607121866536,NYSE,US,short_interest
2026-02-09,AAPL,11759,490214,163962,1202,33.45,449654123,1058.27,3.59,75.35,0.35,3861110912,424896,252,47250,9.64,4.58,100,neutral,45402803214208,NYSE,US,short_interest
2026-02-10,AAPL,12312,914389,198206,3169,21.68,104307498,117.48,3.73,90.46,-0.42,2162978125,887898,13589,69101,7.56,-0.73,100,bearish,26630586675000,NYSE,US,short_interest
2026-02-11,AAPL,12079,582744,110855,1799,19.02,109305329,154.99,3.16,93.17,0.67,932198652,705252,971,52893,9.08,3.88,100,neutral,11260027517508,NYSE,US,short_interest
2026-02-12,AAPL,11829,702338,186694,1434,26.58,337110089,352.04,4.78,87.25,-0.38,3107403153,957582,7516,69028,9.83,-1.69,100,neutral,36757471896837,NASDAQ,US,short_interest
2026-02-13,AAPL,11768,656058,237417,1144,36.19,99345948,176.79,0.62,83.07,-0.64,4263712663,561929,9543,38110,5.81,3.17,100,bearish,50175370618184,NASDAQ,US,short_interest
2026-02-16,AAPL,11798,384720,155700,1916,40.47,203015178,390.86,3.76,50.49,0.36,4034400884,519408,3187,60555,15.74,-5.77,100,squeeze_watch,47597861629432,NYSE,US,short_interest
2026-02-17,AAPL,12159,711385,196252,3702,27.59,39379092,54.19,2.25,54.37,-1.35,260266816,726713,5533,38476,5.41,1.41,100,neutral,3164584215744,NASDAQ,US,short_interest
2026-02-18,AAPL,11918,468937,152085,619,32.43,40763887,103.27,2.54,51.95,-0.17,429053450,394746,8982,61781,13.17,-1.9,100,bearish,5113459017100,NYSE,US,short_interest
2026-02-19,AAPL,12151,1098887,130241,1612,11.85,39273996,44.33,2.61,48.59,-1.13,590302323,885997,9873,38510,3.5,4.2,100,volatile,7172763526773,NYSE,US,short_interest
2026-02-20,AAPL,12360,863496,177566,681,20.56,93637629,108.24,1.68,80.86,-1.17,728257287,865074,4886,48822,5.65,-0.24,100,neutral,9001260067320,NASDAQ,US,short_interest
2026-02-23,AAPL,11459,877202,76562,1214,8.73,303331774,400.82,3.27,84.71,0.09,2298058867,756773,16108,31178,3.55,2.53,100,bearish,26333456556953,NASDAQ,US,short_interest
2026-02-24,AAPL,12365,625988,202348,3890,32.32,19510505,31.32,0.05,71.91,0.23,635706006,622853,16984,52099,8.32,-4.63,98.3,bearish,7860504764190,NASDAQ,US,short_interest
2026-02-25,AAPL,12387,518085,167204,1142,32.27,613757669,1214.54,1.02,59.24,0.67,4253162455,505343,5411,37135,7.17,-6.29,100,neutral,52683923330085,NASDAQ,US,short_interest
2026-02-26,AAPL,12293,1337947,440967,7215,32.96,283047022,216.0,5.54,79.68,-0.36,3006138639,1310417,27652,168299,12.58,-0.19,100,highly_bearish,36954462289227,NASDAQ,US,short_interest
2026-02-27,AAPL,12069,535529,140882,1537,26.31,608244019,1380.62,3.27,69.27,-0.37,4585744649,440560,8387,63603,11.88,1.79,100,bearish,55345352168781,NYSE,US,short_interest
2026-03-02,AAPL,11916,563199,148678,2901,26.4,633041335,1303.9,3.39,94.53,-1.28,3722506996,485499,15008,71482,12.69,3.22,100,squeeze_watch,44357393364336,NYSE,US,short_interest
2026-03-03,AAPL,11851,436800,133027,1163,30.45,445105726,941.11,4.97,67.41,-0.45,3066630401,472960,9235,22855,5.23,-2.34,100,neutral,36342636882251,NASDAQ,US,short_interest
2026-03-04,AAPL,12106,300000,45029,785,15.01,340166599,1027.05,1.68,65.68,0.43,2849923661,331209,7862,14299,4.77,4.34,100,neutral,34501175840066,NYSE,US,short_interest
2026-03-05,AAPL,11845,642895,234485,637,36.47,77364513,102.38,3.91,56.2,-0.27,606792998,755682,2034,123712,19.24,-2.91,100,bearish,7187463061310,NYSE,US,short_interest
2026-03-06,AAPL,12070,345846,92584,1345,26.77,121588470,261.78,0.85,94.2,-1.08,4166171131,464471,91,22956,6.64,-0.44,100,bearish,50285685551170,NASDAQ,US,short_interest
2026-03-09,AAPL,12108,689652,287563,1534,41.7,181743235,242.95,2.31,46.41,0.5,2727836823,748059,875,94372,13.68,-1.58,100,volatile,33028648252884,NASDAQ,US,short_interest
2026-03-10,AAPL,11589,387637,139158,1926,35.9,274215417,668.64,3.61,47.55,0.17,3446763311,410112,5196,53689,13.85,-4.55,100,bearish,39944540011179,NYSE,US,short_interest
2026-03-11,AAPL,11572,356920,81713,1315,22.89,324192282,738.36,4.61,82.92,-1.4,1986692235,439069,7693,31429,8.81,3.78,100,neutral,22990002543420,NYSE,US,short_interest
2026-03-12,AAPL,12369,464450,170752,1603,36.76,53397780,105.86,2.89,60.07,-1.12,542314476,504410,4209,90463,19.48,0.34,100,squeeze_watch,6707887753644,NYSE,US,short_interest
2026-03-13,AAPL,12260,668647,237886,574,35.58,224697768,264.64,1.79,92.64,-0.69,1852695172,849076,6016,66133,9.89,2.98,100,neutral,22714042808720,NYSE,US,short_interest
2026-03-16,AAPL,12463,476192,116747,850,24.52,165521569,411.76,4.68,65.01,-0.44,2786879023,401990,948,21288,4.47,-5.03,100,neutral,34732873263649,NYSE,US,short_interest
2026-03-17,AAPL,11660,769242,316437,6278,41.14,314185876,357.97,1.55,88.14,-0.72,3954407898,877694,3596,137418,17.86,-3.74,100,volatile,46108396090680,NYSE,US,short_interest
2026-03-18,AAPL,12049,728362,236710,3571,32.5,149300583,236.18,0.42,69.5,-1.12,2721639695,632151,4856,84387,11.59,-3.3,100,highly_bearish,32793036685055,NYSE,US,short_interest
2026-03-19,AAPL,12273,405112,95732,1278,23.63,490649879,941.09,1.89,55.26,-0.96,3143326791,521362,9828,46505,11.48,4.37,100,bearish,38578049705943,NASDAQ,US,short_interest
2026-03-20,AAPL,11770,341812,44403,773,12.99,430294237,1310.79,2.87,76.68,-1.03,2397725551,328270,103,10684,3.13,0.98,100,squeeze_watch,28221229735270,NASDAQ,US,short_interest
2026-03-23,AAPL,11929,551311,214864,4089,38.97,54471681,96.43,2.2,49.03,-0.05,2156876427,564909,13606,107314,19.47,-0.32,100,squeeze_watch,25729378897683,NYSE,US,short_interest
2026-03-24,AAPL,11718,396883,71382,262,17.99,516751589,1008.16,1.73,91.83,-0.37,3791984712,512569,5432,18480,4.66,-4.08,100,volatile,44434476855216,NYSE,US,short_interest
2026-03-25,AAPL,12434,676818,96910,675,14.32,668051465,773.51,3.66,76.46,-1.18,4176670229,863659,1024,18637,2.75,-3.17,100,highly_bearish,51932717627386,NASDAQ,US,short_interest
2026-03-26,AAPL,12279,1041937,199448,1587,19.14,423294270,423.85,4.33,76.93,-1.38,3736702727,998692,10096,32935,3.16,-3.0,100,volatile,45882972784833,NYSE,US,short_interest
2026-03-27,AAPL,11975,555585,138170,731,24.87,635401164,1093.95,0.49,59.15,-0.92,3895621805,580834,1905,58718,10.57,-1.1,100,neutral,46650071114875,NASDAQ,US,short_interest
2026-03-30,AAPL,11776,599209,181136,3121,30.23,44122424,90.64,0.92,68.97,0.23,539920135,486810,6014,66751,11.14,1.48,100,highly_bearish,6358099509760,NASDAQ,US,short_interest
2026-03-31,AAPL,12221,464981,185198,910,39.83,520526027,875.58,3.61,47.95,-0.11,4246985856,594491,4424,76042,16.35,4.91,100,neutral,51902414146176,NASDAQ,US,short_interest
2026-04-01,AAPL,12032,300000,120619,1249,40.21,291462456,958.26,2.83,46.25,-0.94,2209757453,304159,5449,24179,8.06,-0.29,100,highly_bearish,26587801674496,NYSE,US,short_interest
2026-04-02,AAPL,12233,690345,128309,1720,18.59,685941075,801.88,1.96,52.79,0.61,4359504369,855421,828,21964,3.18,-0.37,100,volatile,53329816945977,NYSE,US,short_interest
2026-04-03,AAPL,12216,1243554,365656,4078,29.4,471729423,331.82,0.42,63.57,0.09,2727839441,1421649,18253,157307,12.65,2.06,100,volatile,33323286611256,NASDAQ,US,short_interest
2026-04-06,AAPL,12165,553810,168227,2548,30.38,699731166,1316.76,2.28,66.62,-1.27,3900789225,531404,11918,31313,5.65,0.96,100,highly_bearish,47453100922125,NASDAQ,US,short_interest
2026-04-07,AAPL,12172,541366,221924,3325,40.99,312076106,498.96,4.65,47.36,-0.6,3931283269,625450,16240,115443,21.32,3.0,100,neutral,47851579950268,NASDAQ,US,short_interest
2026-04-08,AAPL,12060,559625,133760,469,23.9,87410426,130.33,0.05,90.23,0.77,800917118,670678,16271,20685,3.7,-1.11,100,neutral,9659060443080,NYSE,US,short_interest
2026-04-09,AAPL,12321,926977,187870,2453,20.27,380123359,365.09,3.88,49.95,-1.27,4340485116,1041176,5070,74131,8.0,6.03,100,squeeze_watch,53479117114236,NASDAQ,US,short_interest
2026-04-10,AAPL,11766,416761,131343,1292,31.52,366878404,1098.39,2.33,97.79,-1.43,4467895974,334014,9777,44822,10.75,-1.44,100,volatile,52569264030084,NASDAQ,US,short_interest
2026-04-13,AAPL,12278,336256,136403,916,40.57,207922059,487.49,0.82,96.72,-1.32,3963033422,426516,7306,63266,18.81,3.84,100,bearish,48658124355316,NASDAQ,US,short_interest
2026-04-14,AAPL,12161,608316,241995,1720,39.78,47924462,92.18,3.17,47.76,-0.9,338505287,519912,6691,51441,8.46,-4.77,100,bearish,4116562795207,NYSE,US,short_interest
2026-04-15,AAPL,12218,427591,55396,705,12.96,87343315,226.38,3.31,89.71,0.1,2271561124,385825,9968,18185,4.25,3.07,100,squeeze_watch,27753933813032,NYSE,US,short_interest
2026-04-16,AAPL,12325,980201,119898,1523,12.23,274162057,205.05,3.8,97.05,-1.22,4573127377,1337081,521,59077,6.03,-4.2,100,volatile,56363794921525,NASDAQ,US,short_interest
2026-04-17,AAPL,12701,329759,135356,409,41.05,180207620,603.74,2.02,80.13,-0.81,1234486448,298484,2943,52049,15.78,-4.55,100,bearish,15679212376048,NYSE,US,short_interest
2026-04-20,AAPL,12069,989679,335399,2566,33.89,142707991,116.97,2.13,73.08,-1.38,3019904441,1219991,8656,81727,8.26,1.39,100,bearish,36447226698429,NASDAQ,US,short_interest
2026-04-21,AAPL,12649,770029,95177,627,12.36,383354882,518.2,1.32,86.18,-0.49,2949962743,739781,699,34009,4.42,-0.94,100,squeeze_watch,37314078736207,NASDAQ,US,short_interest
2026-04-22,AAPL,12136,488833,46650,128,9.54,86031730,189.86,2.86,90.25,0.68,866510596,453129,3023,18652,3.82,5.31,100,neutral,10515972593056,NASDAQ,US,short_interest
2026-04-23,AAPL,12314,300000,27852,272,9.28,77444714,228.07,2.12,54.96,-1.14,1112626911,339559,7769,6387,2.13,-4.69,100,highly_bearish,13700887782054,NASDAQ,US,short_interest
2026-04-24,AAPL,12254,568252,192637,2948,33.9,434858034,627.44,2.46,55.1,-0.32,4421520073,693069,11995,81667,14.37,-2.24,100,neutral,54181306974542,NASDAQ,US,short_interest
2026-04-27,AAPL,12546,577465,195672,2399,33.88,24660034,40.98,2.0,88.89,0.29,611871616,601775,8192,96190,16.66,1.71,100,squeeze_watch,7676541294336,NYSE,US,short_interest
2026-04-28,AAPL,12654,1189605,277252,5180,23.31,39402006,26.66,4.2,63.45,0.72,303350745,1478119,4083,77174,6.49,-4.21,100,volatile,3838600327230,NASDAQ,US,short_interest
2026-04-29,AAPL,12176,1089797,453111,1077,41.58,30919725,23.65,3.18,45.41,0.72,198221259,1307186,7954,118613,10.88,5.07,100,neutral,2413542049584,NASDAQ,US,short_interest
2026-04-30,AAPL,12126,494065,137175,814,27.76,196519869,372.45,2.8,72.49,-0.52,1293618153,527638,6096,54438,11.02,0.38,100,highly_bearish,15686413723278,NYSE,US,short_interest
2026-05-01,AAPL,12198,567935,210073,4096,36.99,147758058,234.12,1.69,59.57,-0.05,2232078106,631114,7699,104715,18.44,-1.52,100,squeeze_watch,27226888736988,NYSE,US,short_interest
2026-05-04,AAPL,12279,449743,159250,2912,35.41,398111580,873.69,5.2,52.81,-0.48,2266078734,455667,3257,54874,12.2,-2.88,100,highly_bearish,27825180774786,NASDAQ,US,short_interest
2026-05-05,AAPL,12052,482775,79363,954,16.44,148224409,281.02,4.98,46.05,-0.52,3045921232,527454,10949,36597,7.58,4.56,100,highly_bearish,36709442688064,NYSE,US,short_interest
2026-05-06,AAPL,12671,732353,125416,2185,17.13,68332476,76.39,3.22,85.19,-0.65,2889261816,894491,12404,31626,4.32,-3.46,100,highly_bearish,36609836470536,NASDAQ,US,short_interest
